year,month,day,pr
2015,08,31,0.0
2015,09,01,0.0
2015,09,02,0.0
2015,09,03,0.0
2015,09,04,0.0
2015,09,05,0.0
2015,09,06,0.0
2015,09,07,0.0
2015,09,08,0.0
2015,09,09,0.0
2015,09,10,0.0
2015,09,11,0.0
2015,09,12,0.0
2015,09,13,0.0
2015,09,14,0.0
2015,09,15,0.0
2015,09,16,0.0
2015,09,17,0.0
2015,09,18,0.0
2015,09,19,0.0
2015,09,20,0.0
2015,09,21,0.0
2015,09,22,0.0
2015,09,23,0.0
2015,09,24,0.0
2015,09,25,0.0
2015,09,26,0.0
2015,09,27,0.0
2015,09,28,0.0
2015,09,29,0.0
2015,09,30,0.0
2015,10,01,0.0
2015,10,02,0.0
2015,10,03,0.0
2015,10,04,0.0
2015,10,05,0.0
2015,10,06,0.0
2015,10,07,0.0
2015,10,08,0.0
2015,10,09,0.0
2015,10,10,0.0
2015,10,11,0.0
2015,10,12,0.0
2015,10,13,0.0
2015,10,14,0.0
2015,10,15,0.0
2015,10,16,0.0
2015,10,17,0.0
2015,10,18,0.0
2015,10,19,0.0
2015,10,20,0.0
2015,10,21,0.0
2015,10,22,0.0
2015,10,23,0.0
2015,10,24,0.0
2015,10,25,0.0
2015,10,26,0.0
2015,10,27,0.0
2015,10,28,0.0
2015,10,29,0.0
2015,10,30,0.0
2015,10,31,0.0
2015,11,01,0.0
2015,11,02,0.0
2015,11,03,0.0
2015,11,04,0.0
2015,11,05,0.0
2015,11,06,0.0
2015,11,07,0.0
2015,11,08,0.0
2015,11,09,0.0
2015,11,10,0.0
2015,11,11,0.0
2015,11,12,0.0
2015,11,13,0.0
2015,11,14,0.0
2015,11,15,0.0
2015,11,16,0.0
2015,11,17,0.0
2015,11,18,0.0
2015,11,19,0.0
2015,11,20,0.0
2015,11,21,0.0
2015,11,22,0.0
2015,11,23,0.0
2015,11,24,0.0
2015,11,25,0.0
2015,11,26,0.0
2015,11,27,0.0
2015,11,28,0.0
2015,11,29,0.0
2015,11,30,0.0
2015,12,01,0.0
2015,12,02,0.0
2015,12,03,0.0
2015,12,04,0.0
2015,12,05,0.0
2015,12,06,0.0
2015,12,07,0.0
2015,12,08,0.0
2015,12,09,0.0
2015,12,10,1.2
2015,12,11,0.0
2015,12,12,0.0
2015,12,13,0.0
2015,12,14,0.0
2015,12,15,0.0
2015,12,16,0.0
2015,12,17,0.0
2015,12,18,0.0
2015,12,19,0.0
2015,12,20,0.0
2015,12,21,0.0
2015,12,22,0.0
2015,12,23,0.0
2015,12,24,0.0
2015,12,25,0.0
2015,12,26,9.0
2015,12,27,0.0
2015,12,28,8.4
2015,12,29,0.0
2015,12,30,0.0
2015,12,31,0.0
2016,01,01,0.0
2016,01,02,0.0
2016,01,03,0.0
2016,01,04,0.0
2016,01,05,0.0
2016,01,06,0.0
2016,01,07,11.0
2016,01,08,8.2
2016,01,09,62.6
2016,01,10,0.0
2016,01,11,0.0
2016,01,12,0.0
2016,01,13,0.0
2016,01,14,0.0
2016,01,15,9.8
2016,01,16,0.0
2016,01,17,0.0
2016,01,18,0.0
2016,01,19,0.0
2016,01,20,0.0
2016,01,21,52.0
2016,01,22,74.0
2016,01,23,28.0
2016,01,24,0.0
2016,01,25,30.0
2016,01,26,2.8
2016,01,27,1.2
2016,01,28,3.2
2016,01,29,0.0
2016,01,30,0.0
2016,01,31,0.0
2016,02,01,8.6
2016,02,02,15.6
2016,02,03,17.0
2016,02,04,5.2
2016,02,05,0.0
2016,02,06,0.0
2016,02,07,0.0
2016,02,08,0.0
2016,02,09,0.0
2016,02,10,0.0
2016,02,11,0.0
2016,02,12,0.0
2016,02,13,0.0
2016,02,14,0.0
2016,02,15,0.0
2016,02,16,0.0
2016,02,17,0.0
2016,02,18,0.0
2016,02,19,75.0
2016,02,20,78.0
2016,02,21,9.2
2016,02,22,0.0
2016,02,23,9.0
2016,02,24,13.8
2016,02,25,0.0
2016,02,26,0.0
2016,02,27,0.0
2016,02,28,0.0
2016,02,29,0.0
2016,03,01,0.0
2016,03,02,0.0
2016,03,03,0.0
2016,03,04,0.0
2016,03,05,0.0
2016,03,06,0.0
2016,03,07,0.0
2016,03,08,0.0
2016,03,09,1.2
2016,03,10,0.0
2016,03,11,0.0
2016,03,12,0.0
2016,03,13,0.0
2016,03,14,23.4
2016,03,15,12.4
2016,03,16,22.4
2016,03,17,9.2
2016,03,18,14.8
2016,03,19,1.4
2016,03,20,2.8
2016,03,21,0.4
2016,03,22,1.0
2016,03,23,2.0
2016,03,24,3.0
