0.3636136543,0.3011336014,0
0.5049814232,0.4365881146,0
0.1262923354,0.3382916952,0
0.2637711449,0.5342180446,0
0.2947699551,0.3744908915,0
0.1914453159,0.2995655767,0
0.1276481094,0.4206117764,0
0.1982578944,0.2642242047,0
0.5673220825,0.2821237323,0
0.1216144139,0.3031711784,0
0.1696059106,0.5098013766,0
0.3923456173,0.2538952402,0
0.1223771509,0.5881425546,0
0.5995711030,0.2781086700,0
0.1286321419,0.2775032260,0
0.5420437440,0.1945590669,0
0.5543421987,0.1509651231,0
0.4788654332,0.1364566432,0
0.3665014967,0.4919516510,0
0.4174647247,0.5120326875,0
0.5117572913,0.3436077084,0
0.4017271906,0.3717446766,0
0.5110129034,0.1259590400,0
0.3881688418,0.4106437877,0
0.1703943603,0.3618668017,0
0.4230435186,0.4594203681,0
0.4339710957,0.1777928694,0
0.4582746855,0.4426429980,0
0.5286214903,0.3703915726,0
0.2691022636,0.4077068126,0
0.1764337806,0.4549434660,0
0.5613352816,0.3530066920,0
0.2750329774,0.2366468033,0
0.4811008036,0.2088508256,0
0.5712244844,0.5707822633,0
0.3649798075,0.4496305245,0
0.4783449408,0.1027665870,0
0.1934206682,0.4407616638,0
0.3127109978,0.4041108087,0
0.3353209014,0.2489135145,0
0.3495565796,0.5452985703,0
0.2966676410,0.2690405291,0
0.2238494006,0.2716003247,0
0.3111276859,0.1467327700,0
0.3263770713,0.5728388410,0
0.2354775800,0.5994005471,0
0.4704938200,0.5631218789,0
0.3377643629,0.3648088698,0
0.2299180414,0.2115574195,0
0.1910877942,0.1304774621,0
0.4729716722,0.5899672496,0
0.5108943808,0.4224617987,0
0.2436517125,0.4286144392,0
0.3986741230,0.5570309256,0
0.2649246821,0.3959603632,0
0.5799503673,0.3837576050,0
0.4646346681,0.1434668791,0
0.3494535650,0.1735364347,0
0.5494154004,0.2814593448,0
0.5613695074,0.1300456051,0
0.2769972219,0.5770659640,0
0.1275525792,0.1281678411,0
0.2022993880,0.2902492534,0
0.1115947539,0.4078862357,0
0.2976984097,0.1889451449,0
0.1316409737,0.5771705545,0
0.4728630695,0.4093253847,0
0.4098414395,0.4023695651,0
0.1445466681,0.4521988151,0
0.4313314883,0.4896252955,0
0.1317271850,0.2315672354,0
0.3006297048,0.5858243620,0
0.2764860098,0.2163514651,0
0.5083448976,0.3526025565,0
0.3160157789,0.3313030744,0
0.4460824484,0.5919178386,0
0.1561479816,0.4081176691,0
0.1324408463,0.5267076423,0
0.3217909952,0.1027651297,0
0.2379888915,0.3651460189,0
0.4846691197,0.3200525338,0
0.1221142258,0.5020162924,0
0.5937533120,0.3114354257,0
0.2196338578,0.3357147282,0
0.2587741134,0.2370928738,0
0.2400572392,0.3044010315,0
0.1622075389,0.1082822386,0
0.2673925939,0.3698111634,0
0.4001245176,0.1509889463,0
0.4733870452,0.3022480722,0
0.2772943569,0.2568871710,0
0.2820912307,0.2452661518,0
0.2069331666,0.3126268451,0
0.4486390225,0.1635648118,0
0.4904875105,0.3234628142,0
0.1401329035,0.4026069982,0
0.3778441889,0.3722415367,0
0.2315257326,0.2134780823,0
0.4333566386,0.5797611504,0
0.1543894767,0.2215009829,0
0.3580785965,0.3575204652,0
0.2614614363,0.4421228829,0
0.5435956975,0.3688724303,0
0.2948588603,0.5725894480,0
0.2578455647,0.2395978370,0
0.1708522116,0.4129218357,0
0.4883170611,0.1839147750,0
0.4190880272,0.3947125272,0
0.5930193159,0.3369394973,0
0.2391518037,0.3212551835,0
0.5346111751,0.2096143803,0
0.2623615928,0.5475245168,0
0.5980816201,0.3071184631,0
0.2316829955,0.4535215113,0
