0.1623289575,0.1464726953,0
0.1303233143,0.2114020282,0
0.1759784909,0.2130052165,0
0.3801260539,0.3572370228,0
0.3141384248,0.2705132169,0
0.1461042329,0.3383270228,0
0.2966061272,0.2342966047,0
0.3667541424,0.2104170016,0
0.3618115234,0.1410671883,0
0.2813083121,0.3569751880,0
0.1409716853,0.3708716478,0
0.1331106743,0.2839645534,0
0.1202763702,0.1716451016,0
0.1920774028,0.1779871036,0
0.2969640249,0.2016296924,0
0.1896028111,0.3305353269,0
0.3101474415,0.1798925373,0
0.3342697237,0.2060852123,0
0.3022486383,0.2101773980,0
0.3517236311,0.2067652024,0
0.3419021891,0.3183244666,0
0.2670700763,0.2613354098,0
0.2141864649,0.3184926696,0
0.1231545617,0.2412115728,0
0.2590420857,0.3984188159,0
0.1030844460,0.3812680084,0
0.1137370830,0.1889479864,0
0.2003521351,0.2581540203,0
0.3902379767,0.1580695324,0
0.1549189803,0.3538581009,0
0.3933463025,0.2446930821,0
0.1486192084,0.1072543199,0
0.3604598606,0.3223989073,0
0.1282433527,0.2313652567,0
0.2788180978,0.2583970211,0
0.1996604580,0.3490758687,0
0.3110910206,0.1079293829,0
0.1113384999,0.1750326465,0
0.1351709385,0.1593496228,0
0.1206223427,0.2464624700,0
0.2790265266,0.3201146166,0
0.2111286909,0.3806454939,0
0.2064784730,0.2089222938,0
0.1046173276,0.1117764806,0
0.2847561429,0.1942300561,0
0.1856980406,0.3349489330,0
0.1396946326,0.3943882137,0
0.2327326354,0.3599963703,0
0.3794315562,0.1296227575,0
0.1232913684,0.2529252248,0
0.3424630302,0.3911018886,0
0.1575232216,0.1176735910,0
0.2009180448,0.2673206666,0
0.2177993774,0.3459303481,0
0.2249108416,0.2430381200,0
0.3579892201,0.3377488989,0
0.2888304652,0.1610012444,0
0.3907283254,0.1706899985,0
0.3754269692,0.1116902659,0
0.3160377377,0.1702279905,0
0.2085536513,0.2913194629,0
0.2096539574,0.3091548853,0
0.1204246112,0.1433280071,0
0.3644290065,0.2387165510,0
0.2342471585,0.1735951901,0
0.1531598913,0.2292155088,0
0.2180882387,0.3046143514,0
0.1562069394,0.3728146531,0
0.1408344348,0.1088599437,0
0.1722603090,0.2762762219,0
0.3361048714,0.3365820891,0
0.2056140390,0.3463705404,0
0.3549762903,0.1282630003,0
0.1983070962,0.1456887044,0
0.1633798320,0.2769696306,0
0.3504906921,0.1715938020,0
0.2150288035,0.1808369346,0
0.3473813147,0.2860448300,0
0.1057367863,0.2009161695,0
0.3861588345,0.3990278874,0
0.3899855804,0.2146224649,0
0.3711690382,0.3833288556,0
0.2156021905,0.2300162539,0
0.3207900021,0.1733820297,0
0.3074043954,0.3011527114,0
0.3043216147,0.1759290527,0
0.2056741270,0.3597337472,0
0.1022577346,0.3952225227,0
0.3403181813,0.3532968407,0
0.3583002250,0.3505086528,0
0.3965754977,0.2551751200,0
0.1664743692,0.1385233800,0
0.2031304504,0.1864630521,0
0.2117049128,0.3687362166,0
0.1484915884,0.3652221451,0
0.2572122278,0.2740763693,0
0.3064950194,0.3731609674,0
0.2470879022,0.2748753254,0
0.2267920359,0.3050239737,0
0.2674091359,0.3487604301,0
0.6458795198,0.7832617976,1
0.7864799053,0.8636232518,1
0.6802456553,0.8825725497,1
0.8813673945,0.6398048624,1
0.7283730882,0.6388429212,1
0.6880628296,0.8543257710,1
0.6983730135,0.7464165423,1
0.8210557136,0.7325069465,1
0.6516798496,0.6216108108,1
0.7679569986,0.7839290828,1
0.6277657821,0.7670333567,1
0.8554947581,0.8809549795,1
0.6794449406,0.8571814875,1
0.6040291721,0.7411521139,1
0.6183765253,0.7043089011,1
0.6576961963,0.8600996804,1
0.8453763038,0.8385442153,1
0.8522891931,0.8160645520,1
0.6151458276,0.7112454429,1
0.8579880805,0.6430305418,1
0.6600287404,0.7055750724,1
0.6090451556,0.8435652439,1
0.6724035645,0.7132798428,1
0.8075371787,0.8880089443,1
0.8203223462,0.7116598496,1
0.8632929321,0.6214699402,1
0.6460045028,0.7497111532,1
0.7071056905,0.6751105767,1
0.7717953174,0.8274263806,1
0.6893400515,0.7532084726,1
0.6131983273,0.6272376461,1
0.7510423265,0.7424772722,1
0.6735911402,0.6315861911,1
0.7296640264,0.6651312588,1
0.6702339527,0.8356031147,1
0.7365077681,0.6721782498,1
0.7161801465,0.8388855530,1
0.6180049402,0.8484251868,1
0.8576983463,0.6753526720,1
0.8879345311,0.6756806511,1
0.6418154205,0.6151659197,1
0.6926925253,0.7756388943,1
0.7635895775,0.6476978144,1
0.7467211595,0.6289295178,1
0.8177231666,0.7295337175,1
0.6502075365,0.7418174085,1
0.7541243655,0.8564909372,1
0.7761608152,0.7070371177,1
0.8120273161,0.6936395318,1
0.6889775342,0.8802461688,1
0.7822798980,0.6723091956,1
0.8316042554,0.7685816495,1
0.7224086442,0.8380666351,1
0.7934070488,0.8028044138,1
0.8240701305,0.7086477242,1
0.7458571440,0.7395153413,1
0.6074981841,0.7758289332,1
0.7081420829,0.6149279599,1
0.6925563697,0.6602222686,1
0.7798118036,0.6466818726,1
0.8710050168,0.7029782526,1
0.7525690255,0.7551813223,1
0.8795922792,0.6533811620,1
0.8883132749,0.7509432450,1
0.7485784886,0.8863210240,1
0.6255479364,0.8094392677,1
0.6753032597,0.8586266876,1
0.7512597767,0.7299159498,1
0.7474047274,0.6882443244,1
0.8503801796,0.7496776826,1
0.6153001744,0.7152458209,1
0.7199375937,0.7603165828,1
